weight_decay,best_val_f1m,best_val_epoch,best_threshold,test_f1m,test_binary_f1,test_pr_auc,test_acc,train_time
1e-06,0.8908954811978058,36,0.5100000000000002,0.8669535384078618,0.8620689655172413,0.9076214432991131,0.8671328671328671,93.76664352416992
1e-05,0.8855131316132653,24,0.46000000000000024,0.8719270505576215,0.8674116581093325,0.9042824611543757,0.872086247086247,85.83348631858826
0.0001,0.8855131316132653,33,0.5800000000000003,0.8668853217564083,0.8611449451887941,0.9058734298520673,0.8671328671328671,103.23237872123718
0.001,0.8942945034614692,35,0.5100000000000002,0.868142494071247,0.8636089318044659,0.9290847280850405,0.8682983682983683,173.49328422546387
