dropout,best_val_f1m,best_val_epoch,best_threshold,test_f1m,test_binary_f1,test_pr_auc,test_acc,train_time
0.1,0.8948071014898251,30,0.5100000000000002,0.8636352059052561,0.8640325392213829,0.9171791082980869,0.8636363636363636,91.4395022392273
0.2,0.8942532198538826,40,0.5100000000000002,0.8694361574317662,0.8675340035481963,0.902372110286248,0.8694638694638694,99.73341846466064
0.3,0.8855131316132653,24,0.46000000000000024,0.8719270505576215,0.8674116581093325,0.9042824611543757,0.872086247086247,85.06476163864136
0.4,0.8861774479523055,34,0.4400000000000002,0.8687413310125377,0.8644578313253012,0.9043009965926354,0.8688811188811189,99.28648638725281
0.5,0.8805631551019565,18,0.5600000000000003,0.8574253380029182,0.8500307314074985,0.9143686271119171,0.8578088578088578,69.41737365722656
